,id.accession,id.assay name,id.sample name,study.characteristics.organism,study.characteristics.strain,study.characteristics.animal source,study.characteristics.age at launch,study.characteristics.sex,study.characteristics.material type,study.factor value.spaceflight,study.factor value.genotype,investigation.study assays.study assay measurement type,investigation.study assays.study assay technology type,assay.protocol ref,study.parameter value.habitat,study.parameter value.duration,study.parameter value.light cycle,study.parameter value.diet,study.parameter value.feeding schedule,study.parameter value.enrichment material,study.parameter value.euthanasia method,study.parameter value.age at euthanasia,study.parameter value.carcass preservation method,study.parameter value.sample weight,study.parameter value.sample preservation method,study.parameter value.sample storage temperature,study.comment.rfid,study.comment.alsda subject id,study.comment.euthanasia date,study.comment.bsp dissection date,study.comment.source description,investigation.study.comment.Project Identifier,id.assay name_rna,investigation.study assays.study assay measurement type_rna,investigation.study assays.study assay technology type_rna,study.characteristics.organism_rna,library_type,modalities_all,modalities_other,has_other_modalities,has_rna_sequencing_rna_seq,has_single_cell_rna_sequencing,counts_file,counts_path,organ system (new)
1200,OSD-255,OSD-255_transcription-profiling_rna-sequencing-(rna-seq)_illumina,GSM3932706,Mus musculus,C57BL/6J,Jackson Laboratory,10 {week},Male,Right retina,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,35 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Carbon Dioxide,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-255_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-255_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-255_rna_seq_STAR_Unnormalized_Counts.csv,Ocular
1201,OSD-255,OSD-255_transcription-profiling_rna-sequencing-(rna-seq)_illumina,GSM3932707,Mus musculus,C57BL/6J,Jackson Laboratory,10 {week},Male,Right retina,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,35 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Carbon Dioxide,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-255_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-255_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-255_rna_seq_STAR_Unnormalized_Counts.csv,Ocular
1202,OSD-255,OSD-255_transcription-profiling_rna-sequencing-(rna-seq)_illumina,GSM3932708,Mus musculus,C57BL/6J,Jackson Laboratory,10 {week},Male,Right retina,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,35 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Carbon Dioxide,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-255_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-255_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-255_rna_seq_STAR_Unnormalized_Counts.csv,Ocular
1203,OSD-270,OSD-270_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR3_HRT_FLT_F1,Mus musculus,BALB/c,Taconic Biosciences,12 {week},Female,Heart,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine/acepromazine,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-270_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-270_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-270_rna_seq_STAR_Unnormalized_Counts.csv,Other
1204,OSD-270,OSD-270_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR3_HRT_FLT_F2,Mus musculus,BALB/c,Taconic Biosciences,12 {week},Female,Heart,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine/acepromazine,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-270_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-270_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-270_rna_seq_STAR_Unnormalized_Counts.csv,Other
1205,OSD-270,OSD-270_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR3_HRT_FLT_F9,Mus musculus,BALB/c,Taconic Biosciences,12 {week},Female,Heart,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),42 {day},,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine/acepromazine,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-270_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-270_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-270_rna_seq_STAR_Unnormalized_Counts.csv,Other
1206,OSD-270,OSD-270_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR3_HRT_GC_G7,Mus musculus,BALB/c,Taconic Biosciences,12 {week},Female,Heart,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),41 {day},,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine/acepromazine,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-270_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-270_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-270_rna_seq_STAR_Unnormalized_Counts.csv,Other
1207,OSD-270,OSD-270_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR3_HRT_GC_G8,Mus musculus,BALB/c,Taconic Biosciences,12 {week},Female,Heart,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),41 {day},,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine/acepromazine,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-270_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-270_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-270_rna_seq_STAR_Unnormalized_Counts.csv,Other
1208,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_FirstSet_Rep1_M13,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1209,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_FirstSet_Rep2_M2,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1210,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_FirstSet_Rep3_M3,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1211,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_FirstSet_Rep4_M4,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1212,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_SecondSet_Rep1_M11,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1213,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_SecondSet_Rep2_M15,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1214,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_SecondSet_Rep3_M18,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1215,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_SecondSet_Rep4_M7,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1216,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_ThirdSet_Rep1_M12,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1217,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_ThirdSet_Rep2_M20,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1218,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_ThirdSet_Rep3_M23,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1219,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_GF_ThirdSet_Rep4_M25,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1220,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_LN2_CTRLSet_Rep1_M14,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1221,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_LN2_CTRLSet_Rep2_M19,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1222,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_LN2_CTRLSet_Rep3_M8,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1223,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_I_LN2_CTRLSet_Rep4_M9,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1224,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_PCar_CryoC_FirstSet_Rep1_M40,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1225,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_PCar_CryoC_FirstSet_Rep2_M48,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1226,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_PCar_CryoC_FirstSet_Rep3_M57,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1227,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_PCar_CryoC_FourthSet_Rep1_M27,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1228,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_PCar_CryoC_FourthSet_Rep2_M37,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
1229,OSD-272,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),Mmus_C57-6J_SPL_PCar_CryoC_FourthSet_Rep3_M39,Mus musculus,C57BL/6J,,,female,Spleen,,,transcription profiling,RNA Sequencing (RNA-Seq),,vivarium,,,,,,Ketamine/xylazine IP followed by cervical dislocation,,,,RNALater,-80 {degree Celsius},,,,,,,rapid_freeze_spleen_transcription_profiling_RNA_Sequencing_(RNA-Seq),transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-272_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-272_rna_seq_Unnormalized_Counts.csv,Immune
